
3|7
2|7
2|1
1|1
1|7
3|1


3|3
2|3
2|4
1|4
1|3
3|4

1|25
3|11
2|11
2|12
1|12
1|11
3|12


3|15
2|15
2|10
1|10
1|15
3|10


3|8
2|8
2|5
1|5
1|8
3|5


3|16
2|16
2|20
1|20
1|16
3|20


3|19
2|19
2|18
1|18
1|19
3|18

2|25
3|14
2|14
2|9
1|9
1|14
3|9


3|17
2|17
2|13
1|13
1|17
3|13


3|2
2|2
2|6
1|6
1|2
3|6





















